City,State,MGrid
"""ESTILLFORK",AL,EM64vv
"""ETHELSVILLE",AL,EM53vj
"""EUFAULA",AL,EM71kv
"""BAKERHILL",AL,EM71kv
"""EUTAW",AL,EM62bu
"""UNION",AL,EM62bu
"""EVA",AL,EM64ph
"""EVERGREEN",AL,EM61mk
"""BURNT CORN",AL,EM61mk
"""EGREEN",AL,EM61mk
"""EXCEL",AL,EM61hk
"""FAIRFIELD",AL,EM63nl
"""FAIRHOPE",AL,EM60bm
"""FAIR HOPE",AL,EM60bm
"""FALKVILLE",AL,EM64ni
"""FAUNSDALE",AL,EM62ek
"""DAYTON",AL,EM62ek
"""FAYETTE",AL,EM63cq
"""BLUFF",AL,EM63cq
"""FITZPATRICK",AL,EM72be
"""FIVE POINTS",AL,EM73ha
"""FLAT ROCK",AL,EM74dt
"""FABIUS",AL,EM74dt
"""FLOMATON",AL,EM61ja
"""POLLARD",AL,EM61ja
"""FLORALA",AL,EM61ua
"""HACODA",AL,EM61ua
"""FLORENCE",AL,EM64et
"""SAINT FLORIAN",AL,EM64et
"""NORTH FLORENCE",AL,EM64et
"""UNIV OF NORTH ALA",AL,EM64et
"""FOLEY",AL,EM60dj
"""HUGGERS LANDING",AL,EM60dj
"""OYSTER BAY",AL,EM60dj
"""VERNANT PARK",AL,EM60dj
"""FOREST HOME",AL,EM61nu
"""FORKLAND",AL,EM62bp
"""FORT DAVIS",AL,EM72dg
"""FORT DEPOSIT",AL,EM61rx
"""FORT MITCHELL",AL,EM72kj
"""FORT PAYNE",AL,EM74dk
"""PINE RIDGE",AL,EM74dk
"""FT PAYNE",AL,EM74dk
"""FOSTERS",AL,EM63dc
"""FRANKLIN",AL,EM61hr
"""FRANKVILLE",AL,EM51wp
"""SILVER CROSS",AL,EM51wp
"""FRISCO CITY",AL,EM61hk
"""FRUITDALE",AL,EM51ti
"""YELLOW PINE",AL,EM51ti
"""FRUITHURST",AL,EM73gr
"""DICKINSON",AL,EM61ds
"""SCYRENE",AL,EM61ds
"""FULTON",AL,EM61ds
"""FULTONDALE",AL,EM63oo
"""COALBURG",AL,EM63oo
"""FULTON SPRINGS",AL,EM63oo
"""FURMAN",AL,EM62ma
"""FYFFE",AL,EM74bk
"""LAKEVIEW",AL,EM74bk
"""GADSDEN",AL,EM64xa
"""HOKES BLUFF",AL,EM64xa
"""EAST GADSDEN",AL,EM64xa
"""GLENCOE",AL,EM64xa
"""RAINBOW CITY",AL,EM63xw
"""GADSDEN",AL,EM63xw
"""RBC",AL,EM63xw
"""SOUTHSIDE",AL,EM64xa
"""GAINESTOWN",AL,EM61dk
"""GAINESVILLE",AL,EM52wt
"""GALLANT",AL,EM63vx
"""GALLION",AL,EM62dm
"""PROVIDENCE",AL,EM62dm
"""GANTT",AL,EM61sj
"""GARDEN CITY",AL,EM64pa
"""GARDENDALE",AL,EM63op
"""GAYLESVILLE",AL,EM74fg
"""GENEVA",AL,EM71ba
"""EUNOLA",AL,EM71ba
"""GEORGIANA",AL,EM61pp
"""BOLLING",AL,EM61pp
"""GERALDINE",AL,EM74ai
"""GLEN ALLEN",AL,EM63dv
"""BAZEMORE",AL,EM63dv
"""GLENWOOD",AL,EM61vp
"""GOODSPRINGS",AL,EM63jq
"""GOODWATER",AL,EM63xb
"""GORDO",AL,EM63bh
"""GORDON",AL,EM71kd
"""GRANGEBURG",AL,EM71kd
"""GOSHEN",AL,EM61wr
"""GRADY",AL,EM62wa
"""GRAHAM",AL,EM73il
"""HIGHTOWER",AL,EM73il
"""GRAND BAY",AL,EM50tl
"""GRANT",AL,EM64vm
"""GRAYSVILLE",AL,EM63mo
"""ALDEN",AL,EM63mo
"""BLOSSBURG",AL,EM63mo
"""GREEN POND",AL,EM63kf
"""GREENSBORO",AL,EM62eq
"""GREENVILLE",AL,EM61qt
"""GROVE HILL",AL,EM61cq
"""ALLEN",AL,EM61cq
"""GROVEOAK",AL,EM64xk
"""GUIN",AL,EM63bx
"""GU-WIN",AL,EM63bx
"""GULF SHORES",AL,EM60dg
"""GUNTERSVILLE",AL,EM64ui
"""GURLEY",AL,EM64tq
"""HACKLEBURG",AL,EM64cg
"""HALEYVILLE",AL,EM64ef
"""HAMILTON",AL,EM64ad
"""BEXAR",AL,EM64ad
"""HANCEVILLE",AL,EM64ob
"""HARDAWAY",AL,EM72bh
"""HARPERSVILLE",AL,EM63si
"""HARTFORD",AL,EM71dc
"""HIGHBLUFF",AL,EM71dc
"""HARTSELLE",AL,EM64mk
"""HARVEST",AL,EM64pu
"""HATCHECHUBBEE",AL,EM72ig
"""HAYDEN",AL,EM63pv
"""BLOUNT SPRINGS",AL,EM63pv
"""HAYNEVILLE",AL,EM62re
"""GORDONVILLE",AL,EM62re
"""HAZEL GREEN",AL,EM64rw
"""HEADLAND",AL,EM71hi
"""HEFLIN",AL,EM73fp
"""CHULAFINNEE",AL,EM73fp
"""HOLLIS CROSSROADS",AL,EM73fp
"""HELENA",AL,EM63ng
"""HENAGAR",AL,EM74dp
"""HIGDON",AL,EM74ev
"""HIGHLAND HOME",AL,EM61uw
"""HILLSBORO",AL,EM64jp
"""HODGES",AL,EM64ah
"""ATWOOD",AL,EM64ah
"""HOLLINS",AL,EM63we
"""HOLLY POND",AL,EM64qe
"""HOLLYTREE",AL,EM64vs
"""HOLLYWOOD",AL,EM74ar
"""HONORAVILLE",AL,EM61tu
"""HOPE HULL",AL,EM62tf
"""HORTON",AL,EM64ue
"""HOUSTON",AL,EM64jc
"""GRAYSON",AL,EM64jc
"""HUNTSVILLE",AL,EM64qq
"""REDSTONE ARSENAL",AL,EM64qq
"""REDSTONE FED CREDIT UNION",AL,EM64qq
"""INTERGRAPH CORPORATION",AL,EM64qq
"""HUNTSVILLE UTILITIES",AL,EM64qq
"""OAKWOOD COLLEGE",AL,EM64qq
"""MUNITIONS MISSLE COM SCH",AL,EM64qq
"""REDSTONE CENTRAL",AL,EM64qq
"""UNIV OF ALABAMA HSV",AL,EM64qq
"""HURTSBORO",AL,EM72hf
"""HUXFORD",AL,EM61gf
"""IDER",AL,EM74eq
"""IRVINGTON",AL,EM50vm
"""JACK",AL,EM71an
"""CHESTNUT GROVE",AL,EM71an
"""VICTORIA",AL,EM71an
"""CARLTON",AL,EM61bi
"""JACKSON",AL,EM61bi
"""JACKSON",AL,EM61bm
"""SALIPTA",AL,EM61bm
"""WALKER SPGS",AL,EM61bm
"""WALKER SPRINGS",AL,EM61bm
"""JACKSONS GAP",AL,EM72cv
"""JACKSONVILLE",AL,EM73ct
"""JASPER",AL,EM63iu
"""JEFFERSON",AL,EM62bj
"""DEMOPOLIS",AL,EM62bj
"""JEMISON",AL,EM62px
"""JONES",AL,EM62no
"""JOPPA",AL,EM64rg
"""KANSAS",AL,EM63fv
"""KELLERMAN",AL,EM63ih
"""SEARLES",AL,EM63ih
"""KELLYTON",AL,EM62wx
"""KENNEDY",AL,EM63an
"""KINGVILLE",AL,EM63an
"""KILLEN",AL,EM64fu
"""KIMBERLY",AL,EM63os
"""KINSTON",AL,EM61wf
"""LACEYS SPRING",AL,EM64ql
"""LAFAYETTE",AL,EM72hv
"""LAF AYETTE",AL,EM72hv
"""LANETT",AL,EM72ju
"""LA NETT",AL,EM72ju
"""LANGSTON",AL,EM64wm
"""LAPINE",AL,EM61ux
"""LAWLEY",AL,EM62mu
"""MAPLESVILLE",AL,EM62mu
"""LEEDS",AL,EM63rm
"""LEESBURG",AL,EM74ce
"""SAND ROCK",AL,EM74ce
"""SANDROCK",AL,EM74ce
"""LEIGHTON",AL,EM64fq
"""LEROY",AL,EM61am
"""CARSON",AL,EM61am
"""PRESTWICK",AL,EM61am
"""LESTER",AL,EM64kx
"""LETOHATCHEE",AL,EM62rb
"""LEXINGTON",AL,EM64hx
"""LILLIAN",AL,EM60gj
"""LINCOLN",AL,EM63wo
"""LINDEN",AL,EM62ch
"""LINEVILLE",AL,EM73dh
"""BARFIELD",AL,EM73dh
"""CAMPBELLS CROSSROADS",AL,EM73dh
"""ERIN",AL,EM73dh
"""HIGHLAND",AL,EM73dh
"""OFELIA",AL,EM73dh
"""PYRITON",AL,EM73dh
"""SHINEBONE",AL,EM73dh
"""WATTS MILL",AL,EM73dh
"""LITTLE RIVER",AL,EM61dg
"""LIVINGSTON",AL,EM52vo
"""COATOPA",AL,EM52vo
"""LOACHAPOKA",AL,EM72eo
"""LOCKHART",AL,EM61ta
"""LOCUST FORK",AL,EM63qv
"""LOGAN",AL,EM64le
"""LOUISVILLE",AL,EM71fs
"""LOWER PEACH TREE",AL,EM61fu
"""LOW PEACH TRE",AL,EM61fu
"""LWR PCH TREE",AL,EM61fu
"""CHANCE",AL,EM61fu
"""LOWNDESBORO",AL,EM62qg
"""BURKVILLE",AL,EM62qg
"""LOXLEY",AL,EM60do
"""LUVERNE",AL,EM61uq
"""PATSBURG",AL,EM61uq
"""PETREY",AL,EM61vu
"""LYNN",AL,EM64fa
"""MC CALLA",AL,EM63kg
"""LAKE VIEW",AL,EM63kg
"""MC INTOSH",AL,EM51xg
"""MC KENZIE",AL,EM61pm
"""MCKENZIE",AL,EM61pm
"""MC SHAN",AL,EM53wj
"""MC WILLIAMS",AL,EM61lu
"""MADISON",AL,EM64pq
"""TRIANA",AL,EM64pq
"""MAGNOLIA",AL,EM62ed
"""MAGNOLIA SPRINGS",AL,EM60cj
"""MAGNOLIA SPGS",AL,EM60cj
"""MALCOLM",AL,EM51xe
"""MAPLESVILLE",AL,EM62ns
"""MARBURY",AL,EM62rp
"""MOUNTAIN CREEK",AL,EM62rp
"""MARGARET",AL,EM63sq
"""MARION",AL,EM62ip
"""SPROTT",AL,EM62ip
"""MARION JUNCTION",AL,EM62ik
"""MARION JCT",AL,EM62ik
"""CECIL",AL,EM72ah
"""MATHEWS",AL,EM72ah
"""MATHEWS",AL,EM62xd
"""MAYLENE",AL,EM63mf
"""MEGARGEL",AL,EM61gj
"""MENTONE",AL,EM74fn
"""MERIDIANVILLE",AL,EM64ru
"""MEXIA",AL,EM61hm
"""MIDLAND CITY",AL,EM71gh
"""MIDWAY",AL,EM72fb
"""COMER",AL,EM72fb
"""THREE NOTCH",AL,EM72fb
"""MILLBROOK",AL,EM62tl
"""MILLERVILLE",AL,EM73ad
"""MILLPORT",AL,EM53xn
"""FERNBANK",AL,EM53xn
"""MILLRY",AL,EM51uo
"""BIGBEE",AL,EM51uo
"""AQUILLA",AL,EM51uo
"""BARLOW",AL,EM51uo
"""COPELAND",AL,EM51uo
"""HEALING SPRINGS",AL,EM51uo
"""KOENTON",AL,EM51uo
"""YARBO",AL,EM51uo
"""MINTER",AL,EM62mc
"""FARMERSVILLE",AL,EM62mc
"""MOBILE",AL,EM50xq
"""MAGAZINE",AL,EM50xq
"""PRICHARD",AL,EM50xq
"""CHICKASAW",AL,EM50xq
"""WHISTLER",AL,EM50xq
"""EIGHT MILE",AL,EM50ws
"""MOBILE",AL,EM50ws
"""PRICHARD",AL,EM50ws
"""BROOKLEY FIELD",AL,EM50xq
"""BROOKLEY FLD",AL,EM50xq
"""THEODORE",AL,EM50xq
"""MORRISONS CAFETERIA",AL,EM50xq
"""U S CORPS OF ENGINEERS",AL,EM50xq
"""PRESS REGISTER INC",AL,EM50xq
"""MOBILE GOV PLZ",AL,EM50xq
"""EIGHT MILE",AL,EM50xq
"""MOBILE P&DC",AL,EM50xq
"""UNIVERSITY OF SOUTH ALABAMA",AL,EM50xq
"""MONROEVILLE",AL,EM61im
"""MVILLE",AL,EM61im
"""FOUNTAIN",AL,EM61im
"""VANITY FAIR MILLS",AL,EM61im
"""MONTEVALLO",AL,EM63nc
"""MARVEL",AL,EM63nc
"""MONTGOMERY",AL,EM62ui
"""MTGY",AL,EM62ui
"""DANNELLY",AL,EM62ui
"""CHISOLM",AL,EM62ui
"""MAXWELL AFB",AL,EM62ui
"""MAFB GUN ANNX",AL,EM62ui
"""MAXWELL AFB GUNTER ANNEX",AL,EM62ui
"""GUNTER AFB",AL,EM62ui
"""GUNTER A F B",AL,EM62ui
"""GUNTER A F S",AL,EM62ui
"""GUNTER AFS",AL,EM62ui
"""GUNTER AFS-ECI",AL,EM62ui
"""GUNTER ECI",AL,EM62ui
"""SHAKESPEARE",AL,EM62ui
"""ALA STATE GOVT MAIL",AL,EM62ui
"""STATE OF ALABAMA REVENUE DEP",AL,EM62ui
"""STATE DEPT INDUSTRIAL RELAT",AL,EM62ui
"""MONTG",AL,EM62ui
"""ALA POWER CO",AL,EM62ui
"""FIRST ALABAMA BANK",AL,EM62ui
"""STATE OF ALABAMA INCOME TAX",AL,EM62ui
"""BASS ANGLERS SPORTS SOC",AL,EM62ui
"""COLONIAL MORTGAGE",AL,EM62ui
"""MONTGOMERY BUSINESS REPLY MA",AL,EM62ui
"""ALFA INS CO",AL,EM62ui
"""MONTROSE",AL,EM60bn
"""MOODY",AL,EM63so
"""ACMAR",AL,EM63so
"""MOORESVILLE",AL,EM64no
"""MORRIS",AL,EM63or
"""MOULTON",AL,EM64il
"""MOUNDVILLE",AL,EM62ex
"""CYPRESS",AL,EM62ex
"""HAVANA",AL,EM62ex
"""MOUNT HOPE",AL,EM64gj
"""MOUNT MEIGS",AL,EM62xi
"""MOUNT OLIVE",AL,EM63nq
"""MOUNT VERNON",AL,EM51xc
"""CHASTANG",AL,EM51xc
"""MULGA",AL,EM63mm
"""SYLVAN SPGS",AL,EM63mm
"""SYLVAN SPRINGS",AL,EM63mm
"""MAYTOWN",AL,EM63mm
"""MUNFORD",AL,EM73am
"""MUSCADINE",AL,EM73hr
"""MUSCLE SHOALS",AL,EM64er
"""MYRTLEWOOD",AL,EM62af
"""NANAFALIA",AL,EM62ac
"""NATURAL BRIDGE",AL,EM64ec
"""NATURAL BRG",AL,EM64ec
"""NAUVOO",AL,EM63gx
"""SARAGOSSA",AL,EM63gx
"""NEWBERN",AL,EM62fo
"""NEW BROCKTON",AL,EM71aj
"""NEW CASTLE",AL,EM63oq
"""NEW HOPE",AL,EM64tm
"""NEW MARKET",AL,EM64sv
"""NEWTON",AL,EM71eh
"""WATERFORD",AL,EM71eh
"""NEWVILLE",AL,EM71ik
"""BERTHA",AL,EM71ik
"""ECHO",AL,EM71ik
"""NORMAL",AL,EM64ps
"""ALABAMA A AND M",AL,EM64ps
"""NORTHPORT",AL,EM63ef
"""N PORT",AL,EM63ef
"""NORTH PORT",AL,EM63ef
"""NPORT",AL,EM63ef
"""NOTASULGA",AL,EM72dn
"""OAK HILL",AL,EM61lw
"""OAKHILL",AL,EM61lw
"""OAKMAN",AL,EM63hr
"""ODENVILLE",AL,EM63tq
"""BRANCHVILLE",AL,EM63tq
"""OHATCHEE",AL,EM63xs
"""ONEONTA",AL,EM63sw
"""HIGHLAND LAKE",AL,EM63sw
"""ROSA",AL,EM63sw
"""HOODS CROSSROADS",AL,EM63sw
"""STRAIGHT MOUNTAIN",AL,EM63sw
"""OPELIKA",AL,EM72hp
"""OPP",AL,EM61vg
"""HORN HILL",AL,EM61vg
"""ONYCHA",AL,EM61vg
"""ORANGE BEACH",AL,EM60eg
"""ORRVILLE",AL,EM62jh
"""OWENS CROSS ROADS",AL,EM64so
"""BIG COVE",AL,EM64so
"""HAMPTON COVE",AL,EM64so
"""OWENS X RDS",AL,EM64so
"""OWENS X ROADS",AL,EM64so
"""OZARK",AL,EM71ek
"""PAINT ROCK",AL,EM64up
"""PALMERDALE",AL,EM63qr
"""PANOLA",AL,EM52ux
"""PANSEY",AL,EM71jd
"""PARRISH",AL,EM63ir
"""PELHAM",AL,EM63oh
"""INDIAN SPGS",AL,EM63oh
"""INDIAN SPRINGS",AL,EM63oh
"""INDIAN SPRINGS VILLAGE",AL,EM63oh
"""INDN SPGS VLG",AL,EM63oh
"""PELL CITY",AL,EM63un
"""EDEN",AL,EM63un
"""GLEN CITY",AL,EM63un
"""HARRISBURG",AL,EM63un
"""PERDIDO",AL,EM61ea
"""PERDUE HILL",AL,EM61gm
"""CLAIBORNE",AL,EM61gm
"""PETERMAN",AL,EM61jn
"""PETERSON",AL,EM63ih
"""PHENIX CITY",AL,EM72ll
"""PHIL CAMPBELL",AL,EM64di
"""PIEDMONT",AL,EM73ew
"""BORDEN SPRINGS",AL,EM73ew
"""BRDN SPRNGS",AL,EM73ew
"""PIKE ROAD",AL,EM62xh
"""PINCKARD",AL,EM71fh
"""PINE APPLE",AL,EM61mu
"""SNOW HILL",AL,EM61mu
"""SNOW HL",AL,EM61mu
"""SNOWHILL",AL,EM61mu
"""PINE HILL",AL,EM61fx
"""YELLOW BLUFF",AL,EM61fx
"""SUNNY SOUTH",AL,EM61fx
"""PINE LEVEL",AL,EM62wa
"""PINSON",AL,EM63qr
"""DIXIANA",AL,EM63qr
"""PISGAH",AL,EM74bq
"""PITTSVIEW",AL,EM72kd
"""PLANTERSVILLE",AL,EM62mo
"""PLEASANT GROVE",AL,EM63ml
"""PLEASANT GRV",AL,EM63ml
"""PL GROVE",AL,EM63ml
"""POINT CLEAR",AL,EM60bl
"""PRATTVILLE",AL,EM62sl
"""PVILLE",AL,EM62sl
"""PRINCETON",AL,EM64vt
"""QUINTON",AL,EM63kp
"""W JEFFERSON",AL,EM63kp
"""WEST JEFFERSON",AL,EM63kp
"""PRACO",AL,EM63kp
"""RAGLAND",AL,EM63wr
"""RAINSVILLE",AL,EM74bl
"""POWELL",AL,EM74bl
"""SHILOH",AL,EM74bl
"""KNOXVILLE",AL,EM62cx
"""RALPH",AL,EM62cx
"""RALPH",AL,EM63cb
"""RAMER",AL,EM62vb
"""RANBURNE",AL,EM73hm
"""MACEDONIA",AL,EM73hm
"""RANDOLPH",AL,EM62nv
"""RED BAY",AL,EM54wk
"""RED LEVEL",AL,EM61qj
"""REFORM",AL,EM53xi
"""COAL FIRE",AL,EM53xi
"""STANSEL",AL,EM53xi
"""REMLAP",AL,EM63qu
"""LENOX",AL,EM61jh
"""REPTON",AL,EM61jh
"""RANGE",AL,EM61jh
"""REPTON",AL,EM61jj
"""RIVER FALLS",AL,EM61ri
"""RIVERSIDE",AL,EM63vo
"""ROANOKE",AL,EM73hd
"""ROBERTSDALE",AL,EM60dn
"""BELL FOUNTAIN",AL,EM60dn
"""ELSANOR",AL,EM60dn
"""GATESWOOD",AL,EM60dn
"""ROSINTON",AL,EM60dn
"""SEMINOLE",AL,EM60gm
"""ROBERTSDALE",AL,EM60gm
"""ROCKFORD",AL,EM62vv
"""ROGERSVILLE",AL,EM64it
"""WHITEHEAD",AL,EM64it
"""RUSSELLVILLE",AL,EM64dm
"""LITTLEVILLE",AL,EM64dm
"""RUTLEDGE",AL,EM61ur
"""RYLAND",AL,EM64sr
"""SAFFORD",AL,EM62hg
"""SAGINAW",AL,EM63og
"""SAINT ELMO",AL,EM50vl
"""SAINT STEPHENS",AL,EM51xm
"""ST STEPHENS",AL,EM51xm
"""SALEM",AL,EM72jo
"""SAMANTHA",AL,EM63ek
"""SAMSON",AL,EM61xc
"""SARALAND",AL,EM50wt
"""SARDIS",AL,EM62lg
"""SATSUMA",AL,EM50xu
"""SAWYERVILLE",AL,EM62dr
"""SAYRE",AL,EM63mr
"""SCOTTSBORO",AL,EM64xp
"""HYTOP",AL,EM64xp
"""SEALE",AL,EM72jh
"""SECTION",AL,EM74an
"""SELMA",AL,EM62lj
"""VALLEY GRANDE",AL,EM62lj
"""SEMMES",AL,EM50us
"""SHANNON",AL,EM63nj
"""SHEFFIELD",AL,EM64ds
"""SHELBY",AL,EM63rb
"""SHORTER",AL,EM72aj
"""SHORTERVILLE",AL,EM71kn
"""SILVERHILL",AL,EM60dm
"""SIPSEY",AL,EM63lt
"""SKIPPERVILLE",AL,EM71fn
"""BERTHA",AL,EM71fn
"""MALVERN",AL,EM71fd
"""SLOCOMB",AL,EM71ec
"""SMITHS STATION",AL,EM72lm
"""SMITHS",AL,EM72lm
"""SMITHS STA",AL,EM72lm
"""SOMERVILLE",AL,EM64ol
"""SPRING GARDEN",AL,EM73fx
"""SPRINGVILLE",AL,EM63ss
"""SPRUCE PINE",AL,EM64di
"""STANTON",AL,EM62nr
"""STAPLETON",AL,EM60cr
"""STEELE",AL,EM63vw
"""STERRETT",AL,EM63sk
"""WESTOVER",AL,EM63sk
"""FACKLER",AL,EM74at
"""STEVENSON",AL,EM74cu
"""STOCKTON",AL,EM60bx
"""SULLIGENT",AL,EM53wv
"""SUMITON",AL,EM63ls
"""GRAVLEETON",AL,EM63ls
"""SUMMERDALE",AL,EM60dl
"""SUNFLOWER",AL,EM51xi
"""SWEET WATER",AL,EM62bc
"""SYCAMORE",AL,EM63vg
"""SYLACAUGA",AL,EM63ue
"""OAK GROVE",AL,EM63ue
"""TALADGA SPGS",AL,EM63ue
"""TALLADEGA SPRINGS",AL,EM63ue
"""SYLVANIA",AL,EM74cn
"""TALLADEGA",AL,EM63wk
"""WALDO",AL,EM63wk
"""EAST TALLASSEE",AL,EM72co
"""E TALLASSEE",AL,EM72co
"""TALLASSEE",AL,EM72co
"""KENT",AL,EM62xp
"""TALLASSEE",AL,EM62xp
"""TALLASSEE",AL,EM72bm
"""TANNER",AL,EM64mp
"""THEODORE",AL,EM50vm
"""SALTAIRE",AL,EM50vm
"""THOMASTON",AL,EM62eg
"""MORVIN",AL,EM61ax
"""THOMASVILLE",AL,EM61ax
"""THOMASVILLE",AL,EM61dv
"""THORSBY",AL,EM62pv
"""TIBBIE",AL,EM51vi
"""TITUS",AL,EM62vr
"""TONEY",AL,EM64pv
"""TOWN CREEK",AL,EM64hq
"""TOWNLEY",AL,EM63gt
"""TRAFFORD",AL,EM63pt
"""COUNTY LINE",AL,EM63pt
"""TRENTON",AL,EM64ur
"""TRINITY",AL,EM64lo
"""TROY",AL,EM71at
"""TROY STATE UNIVERSITY",AL,EM71at
"""TRUSSVILLE",AL,EM63qp
"""WHITES CHAPEL",AL,EM63qp
"""TUSCALOOSA",AL,EM63ff
"""VETERANS HOSPITAL",AL,EM63ff
"""TUSC",AL,EM63ff
"""SKYLAND",AL,EM63ff
"""UNIVERSITY OF ALABAMA",AL,EM63ff
"""TUSCUMBIA",AL,EM64dr
"""TUSKEGEE",AL,EM72dk
"""TUSKEGEE INSTITUTE",AL,EM72dk
"""VETERANS ADMIN. FAC.",AL,EM72dk
"""TUSKEGEE INST",AL,EM72dk
"""TUSKEGEE UNIVERSITY",AL,EM72dk
"""TYLER",AL,EM62ng
"""BENTON",AL,EM62ng
"""UNION GROVE",AL,EM64sj
"""UNION SPRINGS",AL,EM72dd
"""ARMSTRONG",AL,EM72dd
"""ROBA",AL,EM72dd
"""UNIONTOWN",AL,EM62gk
"""GOODWAY",AL,EM61gh
"""URIAH",AL,EM61gh
"""CHRYSLER",AL,EM61gh
"""VALHERMOSO SPRINGS",AL,EM64pn
"""VALHERMOSO SP",AL,EM64pn
"""VALHERMOSO SPG",AL,EM64pn
"""VLHRMOSO SPGS",AL,EM64pn
"""VALLEY",AL,EM72jt
"""FAIRFAX",AL,EM72jt
"""LANGDALE",AL,EM72jt
"""SHAWMUT",AL,EM72jt
"""RIVERVIEW",AL,EM72jt
"""VALLEY HEAD",AL,EM74en
"""HAMMONDVILLE",AL,EM74en
"""VANCE",AL,EM63je
"""VANDIVER",AL,EM63sl
"""VERBENA",AL,EM62rs
"""VERNON",AL,EM53ws
"""VINA",AL,EM54xi
"""BURNTOUT",AL,EM54xi
"""VINCENT",AL,EM63tj
"""VINEGAR BEND",AL,EM51tg
"""VINEMONT",AL,EM64mg
"""S VINEMONT",AL,EM64mg
"""SOUTH VINEMONT",AL,EM64mg
"""WEST POINT",AL,EM64mg
"""VREDENBURGH",AL,EM61it
"""HYBART",AL,EM61it
"""WADLEY",AL,EM73fc
"""ALMOND",AL,EM73fc
"""DICKERT",AL,EM73fc
"""FORESTER CHAPEL",AL,EM73fc
"""GOLDVILLE",AL,EM73fc
"""LEVELROAD",AL,EM73fc
"""MOTLEY",AL,EM73fc
"""SIKESVILLE",AL,EM73fc
"""WAGARVILLE",AL,EM51xk
"""BASSETTS CREEK",AL,EM51xk
"""CORTELYOU",AL,EM51xk
"""HAWTHORN",AL,EM51xk
"""WALNUT GROVE",AL,EM64ub
"""WARRIOR",AL,EM63ot
"""WATERLOO",AL,EM54xv
"""WATSON",AL,EM63oq
"""WATTSVILLE",AL,EM63sr
"""COAL CITY",AL,EM63sr
"""WAVERLY",AL,EM72fr
"""WEAVER",AL,EM73cs
"""WEBB",AL,EM71ig
"""WEDOWEE",AL,EM73gh
"""CORINTH",AL,EM73gh
"""HAYWOOD",AL,EM73gh
"""MALONE",AL,EM73gh
"""WELLINGTON",AL,EM73bu
"""WEOGUFKA",AL,EM62tw
"""WEST BLOCTON",AL,EM63kc
"""WEST GREENE",AL,EM52ww
"""WESTOVER",AL,EM63qj
"""WETUMPKA",AL,EM62vm
"""WHATLEY",AL,EM61ep
"""GOSPORT",AL,EM61ep
"""SUGGSVILLE",AL,EM61ep
"""WILMER",AL,EM50tt
"""WILSONVILLE",AL,EM63sf
"""WILTON",AL,EM63nb
"""WINFIELD",AL,EM63cw
"""WING",AL,EM61qa
"""BRADLEY",AL,EM61qa
"""WOODLAND",AL,EM73hi
"""NEWELL",AL,EM73hi
"""HAWK",AL,EM73hi
"""WOODSTOCK",AL,EM63jd
"""WOODVILLE",AL,EM64uo
"""ARDMORE",AL,EM64ox
"""BELLAMY",AL,EM52wk
"""BUTLER",AL,EM52vb
"""LAVACA",AL,EM52vb
"""RIDERWOOD",AL,EM52vb
"""CUBA",AL,EM52tk
"""GILBERTOWN",AL,EM51uu
"""JACHIN",AL,EM52wf
"""LISMAN",AL,EM52wf
"""LISMAN",AL,EM52ud
"""YANTLEY",AL,EM52ud
"""MELVIN",AL,EM51sw
"""NEEDHAM",AL,EM51ux
"""PENNINGTON",AL,EM52xe
"""SILAS",AL,EM51us
"""BOLINGER",AL,EM51us
"""BLADON SPRINGS",AL,EM51us
"""TOXEY",AL,EM51uv
"""WARD",AL,EM52wg
"""YORK",AL,EM52ul
"""WHITFIELD",AL,EM52ul
"""BHAM",AL,EM63ol
"""BIRMINGHAM",AL,EM63ol
"""HIGH COTTON",AL,EM63ol
"""PROGRESSIVE FARMER",AL,EM63ol
"""JEFFERSON COUNTY COURTHOUSE",AL,EM63om
"""BHAM",AL,EM63pk
"""BIRMINGHAM",AL,EM63pk
"""BELL SOUTH",AL,EM63pk
"""OXMOOR HOUSE",AL,EM63ol
"""PARISIANS INC",AL,EM63ok
"""BHAM",AL,EM63ok
"""BIRMINGHAM",AL,EM63ok
"""DECORATIVE CRAFT IDEAS",AL,EM63om
"""PIZITZ",AL,EM63ok
"""ASSC DOCTORS INS",AL,EM63om
"""SO CENTRAL BELL",AL,EM63om
"""ALMA",AL,EM61dl
"""JACKSON",AL,EM61dl
"""GAINESTOWN",AL,EM61dl
"""FIRST NATIONAL BANK",AL,EM50xq
"""MERCHANTS NATIONAL BANK",AL,EM50xq
"""FIRMS",AL,EM50xq
"""ADONA",AR,EM35na
"""ALEXANDER",AR,EM34sp
"""ALICIA",AR,EM45lv
"""ALIX",AR,EM35dk
"""ALLEENE",AR,EM23wp
"""ALMA",AR,EM25vl
"""ALMYRA",AR,EM44hj
"""ALPENA",AR,EM36ig
"""CARROLLTON",AR,EM36ig
"""ALTHEIMER",AR,EM44bh
"""ALTUS",AR,EM35ck
"""WIEDERKEHR VG",AR,EM35ck
"""WIEDERKEHR VILLAGE",AR,EM35ck
"""AMAGON",AR,EM45kn
"""BALCH",AR,EM45kn
"""ALPINE",AR,EM34hf
"""AMITY",AR,EM34hf
"""AMITY",AR,EM34gg
"""ALPINE",AR,EM34gg
"""CANEY VALLEY",AR,EM34gg
"""ELM",AR,EM34gg
"""FENDLEY",AR,EM34gg
"""POINT CEDAR",AR,EM34gg
